CT10,TractSNAP,Pop2010
228500.0,285.0,5220.0
650605.0,12.0,2763.0
650604.0,59.0,5412.0
265601.0,20.0,2890.0
239802.0,486.0,4902.0
239702.0,254.0,3927.0
241202.0,400.0,4943.0
543903.0,64.0,3804.0
543701.0,84.0,2994.0
602105.0,224.0,4273.0
601600.0,155.0,4375.0
601700.0,195.0,5646.0
601801.0,170.0,3789.0
601802.0,147.0,4658.0
601900.0,242.0,5685.0
602104.0,392.0,5416.0
600801.0,50.0,3245.0
602700.0,60.0,3045.0
601100.0,483.0,6533.0
600601.0,90.0,2461.0
533104.0,234.0,4356.0
533105.0,143.0,2580.0
533601.0,164.0,4484.0
533602.0,238.0,5420.0
533501.0,164.0,3090.0
205120.0,272.0,3618.0
651102.0,18.0,3639.0
216100.0,0.0,2289.0
571701.0,231.0,6352.0
572100.0,10.0,1045.0
572301.0,198.0,3833.0
572302.0,136.0,3483.0
228600.0,312.0,5049.0
229200.0,155.0,4394.0
228800.0,418.0,5575.0
228900.0,248.0,3216.0
231400.0,182.0,4688.0
231220.0,389.0,3824.0
231500.0,246.0,4752.0
231710.0,264.0,4358.0
232120.0,489.0,5263.0
236400.0,170.0,4113.0
236202.0,441.0,6192.0
234200.0,39.0,2376.0
267200.0,77.0,5927.0
241002.0,186.0,3606.0
241001.0,133.0,4285.0
240402.0,204.0,3854.0
602507.0,194.0,4156.0
602506.0,264.0,4329.0
602505.0,230.0,4072.0
602504.0,228.0,4407.0
600303.0,365.0,3664.0
651001.0,87.0,5522.0
702600.0,26.0,6069.0
600202.0,395.0,6205.0
600501.0,88.0,2478.0
600400.0,184.0,3986.0
600702.0,63.0,4191.0
543501.0,91.0,6805.0
572400.0,19.0,1152.0
572002.0,85.0,4409.0
239701.0,332.0,4261.0
239602.0,295.0,3313.0
239601.0,156.0,3755.0
239502.0,207.0,3372.0
239501.0,179.0,3454.0
601501.0,243.0,3890.0
651222.0,39.0,6211.0
651002.0,35.0,4606.0
571800.0,17.0,3190.0
541802.0,300.0,5431.0
540700.0,232.0,3014.0
540901.0,156.0,4994.0
540800.0,137.0,5042.0
540902.0,210.0,4506.0
541605.0,276.0,5323.0
602200.0,113.0,7314.0
603400.0,95.0,4367.0
603004.0,56.0,1512.0
291210.0,205.0,4967.0
291220.0,125.0,3353.0
291300.0,21.0,2601.0
265700.0,19.0,4720.0
267100.0,0.0,6087.0
239202.0,363.0,4724.0
239201.0,268.0,3562.0
237402.0,90.0,3526.0
237401.0,247.0,3616.0
237202.0,303.0,4388.0
237201.0,143.0,3506.0
237101.0,255.0,3705.0
236204.0,322.0,3203.0
236203.0,257.0,3417.0
234902.0,460.0,4005.0
222001.0,158.0,3237.0
221602.0,190.0,2816.0
221601.0,230.0,3403.0
221402.0,121.0,2715.0
542200.0,348.0,6962.0
541603.0,143.0,2983.0
240010.0,244.0,3673.0
238400.0,129.0,4497.0
240020.0,240.0,5055.0
240200.0,314.0,5252.0
240300.0,477.0,5691.0
238200.0,196.0,5267.0
240700.0,341.0,6161.0
240600.0,459.0,4932.0
535101.0,408.0,7306.0
542000.0,220.0,5732.0
540102.0,191.0,6972.0
541001.0,41.0,1164.0
600502.0,22.0,2355.0
603500.0,44.0,3074.0
293201.0,158.0,6629.0
292000.0,359.0,6543.0
293202.0,359.0,6742.0
621201.0,0.0,6452.0
620301.0,0.0,4657.0
620303.0,0.0,4547.0
620400.0,61.0,5090.0
620901.0,0.0,2621.0
620800.0,11.0,7575.0
267800.0,0.0,2917.0
269100.0,0.0,4359.0
226002.0,200.0,1604.0
226001.0,203.0,2068.0
222002.0,155.0,4655.0
980013.0,0.0,59.0
203600.0,279.0,5394.0
601402.0,97.0,5059.0
238000.0,340.0,5864.0
240500.0,693.0,5655.0
240900.0,438.0,5620.0
240800.0,194.0,4377.0
242100.0,343.0,2714.0
241110.0,193.0,3074.0
241300.0,113.0,2313.0
241120.0,420.0,4564.0
241400.0,204.0,3285.0
242000.0,288.0,3938.0
543322.0,166.0,6611.0
543602.0,137.0,7762.0
543801.0,105.0,5263.0
543802.0,143.0,7126.0
541300.0,257.0,6044.0
541200.0,280.0,5662.0
541604.0,323.0,6207.0
620521.0,22.0,4097.0
620522.0,86.0,4632.0
620701.0,32.0,6704.0
620602.0,85.0,5376.0
621002.0,32.0,1093.0
620601.0,18.0,5523.0
621001.0,36.0,4119.0
620501.0,33.0,5390.0
621102.0,23.0,2883.0
620702.0,19.0,7059.0
621301.0,110.0,6769.0
221401.0,201.0,3359.0
221304.0,123.0,3319.0
221303.0,94.0,2551.0
219902.0,37.0,4113.0
218702.0,196.0,2176.0
218701.0,77.0,2430.0
217002.0,80.0,4977.0
217001.0,43.0,2654.0
216402.0,8.0,2615.0
216401.0,12.0,4189.0
212702.0,52.0,3635.0
212502.0,111.0,2767.0
277400.0,57.0,1533.0
242200.0,382.0,6554.0
242300.0,362.0,4586.0
242600.0,589.0,4409.0
242700.0,373.0,5273.0
243000.0,368.0,6769.0
243100.0,598.0,5350.0
541700.0,288.0,6366.0
541801.0,339.0,4903.0
543305.0,145.0,2666.0
543502.0,79.0,4560.0
542601.0,224.0,3016.0
542602.0,292.0,5496.0
542800.0,79.0,3123.0
542700.0,159.0,5720.0
542900.0,215.0,3285.0
203300.0,90.0,2607.0
203100.0,498.0,4839.0
203500.0,133.0,3064.0
203710.0,207.0,3259.0
203200.0,274.0,4844.0
204410.0,158.0,2363.0
203800.0,169.0,4589.0
204420.0,243.0,3138.0
204110.0,86.0,3078.0
204300.0,287.0,4787.0
621400.0,16.0,4414.0
650001.0,56.0,5853.0
650300.0,55.0,6704.0
650101.0,90.0,5831.0
216200.0,36.0,4911.0
216300.0,46.0,4526.0
216900.0,76.0,5060.0
216700.0,110.0,3709.0
216800.0,32.0,3289.0
209104.0,225.0,2434.0
209103.0,329.0,3216.0
208802.0,191.0,2906.0
208801.0,231.0,2995.0
206032.0,309.0,5275.0
571703.0,236.0,3667.0
275200.0,33.0,3887.0
275302.0,0.0,4775.0
275311.0,15.0,4993.0
276000.0,21.0,5396.0
276100.0,26.0,5592.0
276500.0,27.0,5063.0
276400.0,42.0,4009.0
276601.0,37.0,3838.0
540600.0,178.0,4271.0
542501.0,369.0,4307.0
543000.0,136.0,4345.0
543503.0,26.0,5687.0
543202.0,188.0,4867.0
543400.0,49.0,4090.0
543304.0,80.0,6061.0
543201.0,161.0,3607.0
203720.0,282.0,4001.0
204120.0,150.0,2650.0
204200.0,176.0,3303.0
204600.0,244.0,4101.0
203900.0,163.0,2944.0
204700.0,202.0,4972.0
204820.0,77.0,2274.0
204910.0,227.0,3105.0
205110.0,253.0,3766.0
204810.0,256.0,4478.0
206200.0,410.0,3386.0
207900.0,19.0,4163.0
217200.0,205.0,3905.0
217100.0,393.0,5374.0
218210.0,158.0,4457.0
218110.0,126.0,3453.0
218120.0,167.0,4530.0
218300.0,175.0,5520.0
218600.0,132.0,3142.0
218220.0,65.0,4358.0
218400.0,193.0,4714.0
218500.0,134.0,2869.0
218800.0,109.0,2658.0
219500.0,41.0,1737.0
219300.0,272.0,3700.0
220000.0,295.0,5345.0
542104.0,184.0,3524.0
542103.0,195.0,4114.0
277000.0,28.0,5395.0
277100.0,8.0,3004.0
533603.0,432.0,6617.0
301206.0,252.0,5363.0
301205.0,22.0,2209.0
300301.0,0.0,6140.0
124903.0,117.0,3262.0
124204.0,130.0,3071.0
124203.0,107.0,2748.0
124105.0,46.0,2658.0
124103.0,107.0,2030.0
122121.0,88.0,2833.0
121222.0,199.0,5293.0
121221.0,58.0,2365.0
121101.0,133.0,2932.0
124902.0,116.0,2766.0
124104.0,62.0,2439.0
123902.0,84.0,2561.0
121102.0,77.0,2721.0
104204.0,115.0,3375.0
302506.0,130.0,3534.0
302505.0,393.0,3749.0
102107.0,119.0,3851.0
102104.0,94.0,3648.0
104203.0,238.0,5210.0
104108.0,262.0,5256.0
102103.0,12.0,1740.0
214901.0,66.0,3083.0
214503.0,24.0,3325.0
212102.0,95.0,2446.0
212101.0,137.0,2507.0
211922.0,171.0,3389.0
211804.0,129.0,3221.0
211803.0,103.0,3529.0
211202.0,101.0,2645.0
265201.0,0.0,2608.0
214902.0,23.0,2586.0
214502.0,29.0,5528.0
211703.0,164.0,4750.0
211121.0,77.0,2351.0
189201.0,148.0,3293.0
185204.0,19.0,2091.0
185203.0,142.0,3200.0
208501.0,58.0,2656.0
190801.0,109.0,2594.0
190402.0,72.0,2487.0
190401.0,85.0,3135.0
190201.0,114.0,2870.0
189904.0,19.0,2260.0
186301.0,173.0,2999.0
311801.0,52.0,3033.0
980026.0,0.0,20.0
125401.0,25.0,4024.0
122122.0,115.0,2439.0
320202.0,89.0,5797.0
980021.0,0.0,33.0
310602.0,22.0,2655.0
310601.0,210.0,5716.0
310501.0,33.0,3205.0
310202.0,40.0,4985.0
310201.0,171.0,5466.0
302504.0,253.0,4234.0
302503.0,235.0,4330.0
302401.0,432.0,5944.0
700802.0,47.0,4069.0
700801.0,0.0,5220.0
700502.0,28.0,4246.0
700501.0,21.0,3687.0
700101.0,58.0,5232.0
302004.0,232.0,4214.0
302003.0,138.0,3578.0
301802.0,164.0,3578.0
301801.0,135.0,4079.0
104822.0,122.0,2277.0
104403.0,113.0,3282.0
700102.0,139.0,4061.0
211704.0,99.0,3016.0
211122.0,131.0,3075.0
207103.0,78.0,2077.0
194101.0,20.0,3091.0
192001.0,0.0,2466.0
190202.0,77.0,3044.0
189903.0,33.0,2164.0
143604.0,36.0,3205.0
141101.0,58.0,4066.0
310100.0,14.0,5849.0
206010.0,195.0,3127.0
208000.0,216.0,6893.0
208610.0,164.0,4195.0
208620.0,154.0,4660.0
208710.0,89.0,4309.0
125501.0,88.0,3077.0
125402.0,43.0,3544.0
123901.0,205.0,4500.0
121802.0,20.0,3525.0
121801.0,161.0,3942.0
119002.0,147.0,7210.0
119001.0,57.0,4038.0
104401.0,114.0,3357.0
104620.0,160.0,3539.0
104320.0,106.0,5998.0
183820.0,126.0,3464.0
185100.0,148.0,6295.0
185202.0,235.0,3712.0
185310.0,116.0,3061.0
186100.0,16.0,4715.0
183220.0,145.0,4114.0
189702.0,27.0,2227.0
106114.0,308.0,5880.0
187300.0,33.0,3216.0
181300.0,23.0,3629.0
187200.0,78.0,3132.0
106407.0,144.0,2933.0
104821.0,59.0,3514.0
104704.0,175.0,4219.0
104703.0,151.0,2397.0
104404.0,149.0,3236.0
104124.0,93.0,4175.0
121900.0,121.0,4110.0
122410.0,224.0,3794.0
123010.0,184.0,4580.0
122420.0,209.0,5050.0
123020.0,147.0,3432.0
123205.0,112.0,2645.0
123203.0,282.0,3765.0
123204.0,170.0,3449.0
123520.0,55.0,2567.0
123304.0,137.0,4687.0
123303.0,95.0,3301.0
123410.0,252.0,4247.0
123301.0,194.0,4559.0
301300.0,6.0,2016.0
301203.0,68.0,4368.0
700400.0,80.0,5237.0
186401.0,178.0,3452.0
187102.0,121.0,3254.0
189300.0,0.0,3077.0
123420.0,187.0,4638.0
189902.0,70.0,4971.0
190301.0,159.0,4758.0
190520.0,236.0,3728.0
199700.0,33.0,3411.0
190902.0,135.0,3960.0
191110.0,100.0,3338.0
191201.0,199.0,4591.0
191204.0,92.0,2124.0
190100.0,54.0,4481.0
102105.0,51.0,1731.0
101122.0,8.0,3664.0
195903.0,53.0,2216.0
195902.0,12.0,1905.0
195901.0,50.0,2235.0
195804.0,73.0,2643.0
195803.0,63.0,2603.0
195202.0,6.0,3185.0
195201.0,53.0,2834.0
123510.0,271.0,4753.0
123602.0,131.0,3332.0
123700.0,24.0,4114.0
123800.0,112.0,5531.0
123601.0,135.0,4995.0
124300.0,122.0,4046.0
124500.0,84.0,2779.0
127920.0,226.0,4100.0
181000.0,0.0,6144.0
191620.0,180.0,2789.0
191720.0,215.0,3770.0
191420.0,147.0,3365.0
191500.0,234.0,5551.0
191810.0,114.0,3498.0
191410.0,280.0,5092.0
191820.0,77.0,2647.0
191610.0,175.0,4502.0
192300.0,22.0,2799.0
194200.0,8.0,3588.0
104103.0,68.0,4085.0
124201.0,125.0,3506.0
189701.0,49.0,3942.0
189600.0,61.0,3529.0
189500.0,188.0,4452.0
311600.0,134.0,7249.0
189400.0,0.0,3448.0
106112.0,53.0,5969.0
980009.0,0.0,14.0
194402.0,21.0,3335.0
194401.0,28.0,2461.0
194102.0,34.0,3458.0
192002.0,0.0,2735.0
191902.0,9.0,2867.0
191901.0,78.0,3355.0
191302.0,72.0,2422.0
191301.0,156.0,2327.0
190802.0,156.0,2784.0
189905.0,20.0,2304.0
189202.0,23.0,2718.0
189102.0,67.0,3096.0
189101.0,41.0,2743.0
188202.0,26.0,2347.0
125320.0,83.0,4843.0
125310.0,183.0,4750.0
124600.0,22.0,3123.0
124000.0,67.0,4550.0
192420.0,63.0,3637.0
192410.0,50.0,3628.0
192510.0,169.0,3670.0
192520.0,282.0,5067.0
192610.0,203.0,4389.0
195400.0,120.0,4395.0
192700.0,149.0,3513.0
194300.0,0.0,3029.0
192620.0,176.0,3868.0
195600.0,94.0,3340.0
195100.0,51.0,4717.0
188201.0,60.0,3270.0
187101.0,24.0,3235.0
186404.0,113.0,2471.0
186403.0,65.0,2899.0
186302.0,125.0,5198.0
186203.0,54.0,2936.0
186202.0,51.0,1974.0
185320.0,110.0,3081.0
700300.0,15.0,5623.0
700600.0,0.0,5537.0
191000.0,138.0,3228.0
123206.0,93.0,2945.0
195500.0,59.0,4971.0
195720.0,93.0,2304.0
195710.0,186.0,4328.0
197410.0,98.0,3704.0
195802.0,54.0,2881.0
197300.0,138.0,3909.0
197200.0,132.0,3757.0
300100.0,0.0,6002.0
300501.0,12.0,3868.0
101400.0,75.0,3903.0
186201.0,190.0,3068.0
183702.0,78.0,2805.0
183701.0,124.0,3922.0
183402.0,53.0,2820.0
183401.0,59.0,2543.0
183222.0,60.0,3483.0
183221.0,79.0,3118.0
143603.0,16.0,2222.0
128220.0,224.0,3011.0
208720.0,325.0,4179.0
194500.0,6.0,2037.0
195300.0,40.0,3203.0
141102.0,15.0,2869.0
104610.0,97.0,3672.0
201401.0,179.0,4803.0
301100.0,247.0,6491.0
301400.0,20.0,3865.0
301502.0,372.0,6908.0
301501.0,11.0,1902.0
301204.0,91.0,4990.0
301702.0,253.0,5556.0
301701.0,82.0,2849.0
301602.0,126.0,3908.0
301900.0,81.0,7810.0
189800.0,0.0,4021.0
211000.0,10.0,4431.0
211410.0,180.0,3095.0
211320.0,256.0,3184.0
211310.0,151.0,3846.0
211420.0,94.0,3859.0
211802.0,252.0,4192.0
211701.0,42.0,2827.0
211910.0,171.0,4657.0
300200.0,34.0,5546.0
128602.0,76.0,3189.0
301000.0,139.0,4841.0
302002.0,143.0,3532.0
300902.0,6.0,1998.0
302103.0,286.0,5504.0
302301.0,116.0,3790.0
302201.0,261.0,3856.0
302202.0,234.0,5254.0
311700.0,163.0,6137.0
188300.0,8.0,3536.0
211500.0,50.0,4355.0
700200.0,204.0,6321.0
128101.0,136.0,3738.0
127104.0,129.0,3573.0
127103.0,263.0,2939.0
125502.0,14.0,3083.0
101210.0,269.0,5990.0
101110.0,167.0,4731.0
119400.0,162.0,4987.0
302104.0,242.0,3917.0
300901.0,14.0,6463.0
320100.0,252.0,7144.0
106113.0,58.0,3493.0
311802.0,163.0,3813.0
302102.0,143.0,6439.0
302302.0,158.0,4895.0
124400.0,74.0,4192.0
125200.0,70.0,3524.0
124700.0,26.0,4796.0
125100.0,131.0,5431.0
190700.0,153.0,3379.0
214000.0,33.0,3898.0
214100.0,17.0,3944.0
214400.0,30.0,2877.0
214700.0,18.0,2512.0
214800.0,0.0,2573.0
214600.0,24.0,2411.0
101300.0,61.0,4199.0
104500.0,92.0,3293.0
104810.0,180.0,5328.0
119800.0,91.0,6108.0
119700.0,20.0,5045.0
121010.0,227.0,4989.0
121020.0,152.0,3741.0
121210.0,85.0,3122.0
122120.0,249.0,5000.0
190510.0,158.0,4227.0
265100.0,0.0,2489.0
101220.0,122.0,3363.0
121600.0,9.0,3005.0
300800.0,204.0,6947.0
460501.0,0.0,5418.0
460600.0,0.0,4511.0
143100.0,77.0,3984.0
300400.0,49.0,5740.0
460700.0,19.0,5034.0
103300.0,23.0,3819.0
301601.0,275.0,6198.0
211120.0,206.0,5194.0
460502.0,0.0,4417.0
143200.0,112.0,3743.0
143300.0,47.0,5871.0
143400.0,19.0,5881.0
143602.0,15.0,4260.0
123104.0,145.0,4596.0
199110.0,103.0,2710.0
197700.0,205.0,5103.0
197600.0,36.0,2376.0
197420.0,153.0,3509.0
197500.0,105.0,3889.0
199000.0,230.0,5066.0
199120.0,295.0,4086.0
199202.0,219.0,3031.0
700700.0,0.0,3479.0
980010.0,0.0,164.0
310400.0,62.0,3379.0
310900.0,77.0,6870.0
311200.0,49.0,3138.0
311500.0,148.0,5633.0
311400.0,0.0,2274.0
125600.0,51.0,2657.0
191710.0,156.0,3231.0
191203.0,111.0,2922.0
199400.0,139.0,4668.0
199300.0,114.0,3848.0
199900.0,164.0,2683.0
199201.0,214.0,4089.0
199800.0,258.0,5631.0
201301.0,175.0,3442.0
201302.0,33.0,3732.0
215102.0,39.0,3110.0
215101.0,27.0,2477.0
214501.0,22.0,2932.0
310300.0,0.0,2987.0
310701.0,72.0,2361.0
310702.0,228.0,7104.0
310800.0,66.0,4909.0
311100.0,30.0,3897.0
311000.0,54.0,3755.0
311300.0,52.0,3811.0
310703.0,148.0,5114.0
181600.0,25.0,4352.0
261101.0,0.0,3499.0
261102.0,52.0,4362.0
191120.0,186.0,4135.0
122200.0,135.0,4141.0
122000.0,144.0,5446.0
120400.0,106.0,6272.0
201402.0,80.0,4311.0
103200.0,139.0,6150.0
103102.0,19.0,4751.0
211921.0,94.0,2474.0
211201.0,96.0,2645.0
208502.0,165.0,3571.0
208402.0,145.0,2775.0
208401.0,296.0,3770.0
208302.0,290.0,4360.0
300701.0,0.0,6144.0
300702.0,0.0,5604.0
300600.0,60.0,8053.0
300502.0,54.0,6026.0
123103.0,170.0,4165.0
103101.0,54.0,2670.0
190901.0,173.0,4742.0
124102.0,177.0,3549.0
188100.0,81.0,4076.0
103400.0,226.0,6143.0
104105.0,429.0,5412.0
104201.0,186.0,4780.0
104310.0,175.0,4921.0
104701.0,353.0,4208.0
143500.0,149.0,4708.0
143700.0,82.0,3748.0
143800.0,42.0,4878.0
143902.0,0.0,3000.0
143901.0,0.0,4068.0
181500.0,150.0,3812.0
181400.0,121.0,4302.0
183620.0,105.0,3264.0
183300.0,76.0,3480.0
183510.0,79.0,2725.0
183610.0,109.0,3275.0
183520.0,162.0,3881.0
183810.0,152.0,4369.0
481606.0,68.0,4871.0
433101.0,67.0,2281.0
481605.0,96.0,3387.0
460401.0,19.0,878.0
405302.0,151.0,5351.0
405301.0,69.0,3349.0
406702.0,107.0,5823.0
433307.0,124.0,3421.0
433306.0,129.0,3333.0
433305.0,292.0,4893.0
433304.0,211.0,4726.0
431502.0,32.0,4361.0
431501.0,101.0,4107.0
430301.0,8.0,4422.0
430003.0,62.0,4604.0
183104.0,36.0,2065.0
183103.0,182.0,3967.0
430902.0,122.0,4652.0
430901.0,121.0,4324.0
405101.0,113.0,5304.0
480304.0,76.0,4098.0
482301.0,112.0,5162.0
481103.0,85.0,5350.0
482401.0,65.0,3761.0
482303.0,131.0,5818.0
404901.0,179.0,5658.0
405002.0,31.0,3197.0
405102.0,163.0,5069.0
406800.0,60.0,4926.0
431001.0,121.0,7171.0
460100.0,22.0,5793.0
432401.0,107.0,3789.0
404703.0,182.0,3178.0
201602.0,140.0,2840.0
201601.0,27.0,2288.0
480802.0,21.0,3279.0
480901.0,135.0,4686.0
481001.0,76.0,3842.0
481002.0,161.0,5447.0
481102.0,31.0,3624.0
480803.0,88.0,3464.0
481902.0,18.0,3355.0
430502.0,46.0,6745.0
432300.0,71.0,3951.0
432500.0,113.0,8210.0
432602.0,138.0,4554.0
432700.0,249.0,5262.0
432801.0,99.0,2568.0
432902.0,47.0,3482.0
201120.0,83.0,4097.0
201504.0,136.0,2428.0
460800.0,2.0,3248.0
464200.0,0.0,5937.0
432601.0,249.0,6564.0
431300.0,24.0,2661.0
432802.0,312.0,5821.0
480102.0,80.0,4303.0
481714.0,58.0,2551.0
481800.0,42.0,2596.0
433200.0,254.0,6163.0
433601.0,127.0,4923.0
481201.0,85.0,3598.0
430801.0,126.0,6342.0
430724.0,40.0,4812.0
480002.0,69.0,3453.0
480303.0,121.0,3858.0
463602.0,30.0,5051.0
463601.0,32.0,5714.0
462302.0,19.0,2972.0
462301.0,172.0,4655.0
462202.0,15.0,2928.0
462201.0,132.0,3788.0
462002.0,345.0,3942.0
462001.0,151.0,3974.0
461902.0,97.0,1654.0
461901.0,168.0,5118.0
461502.0,272.0,6563.0
430701.0,8.0,5271.0
431700.0,0.0,6433.0
430802.0,33.0,4163.0
431400.0,13.0,3970.0
431800.0,8.0,5640.0
430400.0,0.0,4424.0
430600.0,14.0,4505.0
432201.0,82.0,4342.0
481300.0,45.0,3153.0
404600.0,18.0,1422.0
430501.0,8.0,4172.0
430200.0,2.0,1292.0
431600.0,7.0,4018.0
463102.0,62.0,3779.0
431900.0,45.0,3828.0
432000.0,87.0,8182.0
481901.0,35.0,5770.0
481401.0,36.0,6061.0
482304.0,117.0,3556.0
432101.0,4.0,4179.0
432402.0,209.0,6310.0
432102.0,38.0,5633.0
480101.0,9.0,3908.0
480012.0,66.0,4763.0
480201.0,25.0,3907.0
481101.0,23.0,3814.0
404902.0,34.0,3973.0
405400.0,70.0,4795.0
460000.0,22.0,4851.0
461501.0,121.0,3700.0
460302.0,105.0,4442.0
405202.0,114.0,5227.0
404801.0,167.0,7305.0
404903.0,21.0,2905.0
405201.0,213.0,5205.0
405203.0,16.0,3484.0
460900.0,70.0,6998.0
461700.0,14.0,1385.0
462400.0,42.0,4229.0
462100.0,209.0,5259.0
461600.0,239.0,5826.0
462500.0,32.0,6039.0
463000.0,0.0,2228.0
404803.0,67.0,1741.0
404802.0,63.0,4335.0
405001.0,78.0,6170.0
430002.0,157.0,7021.0
460301.0,68.0,4638.0
460200.0,87.0,5315.0
461100.0,157.0,4844.0
462800.0,52.0,2915.0
463101.0,20.0,2383.0
462900.0,10.0,3818.0
462700.0,118.0,5471.0
462600.0,5.0,2324.0
463200.0,8.0,3403.0
430102.0,114.0,4809.0
404702.0,195.0,5882.0
404701.0,156.0,5873.0
183101.0,67.0,3922.0
430721.0,23.0,3957.0
461200.0,26.0,4443.0
461300.0,100.0,6638.0
461000.0,78.0,6243.0
463400.0,53.0,5752.0
463700.0,0.0,2236.0
463800.0,8.0,3869.0
463500.0,43.0,5747.0
463900.0,31.0,3456.0
463300.0,4.0,2041.0
481712.0,75.0,5225.0
432901.0,96.0,4464.0
201700.0,98.0,5093.0
461400.0,23.0,3204.0
464000.0,23.0,5621.0
464100.0,16.0,7210.0
481711.0,109.0,4530.0
480600.0,59.0,7863.0
480302.0,15.0,4255.0
432202.0,129.0,4252.0
201200.0,157.0,2519.0
201110.0,73.0,2574.0
201503.0,196.0,3323.0
480903.0,65.0,3206.0
480902.0,85.0,4218.0
480702.0,24.0,4460.0
480400.0,55.0,5654.0
480804.0,116.0,4998.0
480704.0,24.0,4531.0
480202.0,9.0,2534.0
201501.0,201.0,5306.0
431200.0,153.0,6439.0
431002.0,51.0,3163.0
480703.0,7.0,3277.0
430101.0,101.0,4887.0
480011.0,155.0,5132.0
481202.0,107.0,6608.0
433102.0,274.0,5085.0
481500.0,26.0,4361.0
481604.0,91.0,3942.0
481402.0,81.0,7175.0
481603.0,36.0,3802.0
481713.0,45.0,2507.0
480500.0,14.0,5485.0
430803.0,0.0,5439.0
430302.0,59.0,5837.0
430723.0,38.0,4118.0
431100.0,22.0,6629.0
553503.0,142.0,2768.0
552302.0,144.0,3648.0
503104.0,48.0,2719.0
550602.0,30.0,4211.0
550601.0,187.0,5639.0
550202.0,167.0,5496.0
550201.0,81.0,2941.0
501002.0,64.0,4861.0
501001.0,38.0,3248.0
500404.0,99.0,4795.0
500403.0,77.0,4023.0
502802.0,113.0,1380.0
433503.0,145.0,3108.0
573601.0,33.0,6114.0
571504.0,67.0,4699.0
571503.0,32.0,3700.0
434004.0,72.0,2796.0
434003.0,219.0,4273.0
433504.0,368.0,4679.0
554406.0,118.0,4875.0
554405.0,117.0,3040.0
554302.0,193.0,3916.0
554301.0,129.0,3554.0
536104.0,190.0,4052.0
533806.0,160.0,4165.0
533805.0,132.0,3604.0
554204.0,232.0,4391.0
554203.0,103.0,3689.0
554105.0,309.0,4569.0
554104.0,114.0,2600.0
553504.0,301.0,5368.0
408631.0,97.0,5087.0
531504.0,256.0,4414.0
531503.0,99.0,3116.0
408505.0,13.0,2682.0
408504.0,129.0,5322.0
406701.0,28.0,3246.0
407802.0,10.0,3635.0
407602.0,76.0,4008.0
407601.0,163.0,4366.0
407502.0,120.0,3937.0
407501.0,79.0,4411.0
406902.0,93.0,3149.0
406901.0,85.0,4701.0
408630.0,61.0,2319.0
503106.0,45.0,3795.0
503105.0,68.0,3634.0
503103.0,60.0,5004.0
502801.0,109.0,6186.0
502005.0,61.0,4251.0
502004.0,122.0,4359.0
552002.0,92.0,3721.0
552001.0,125.0,4105.0
502003.0,72.0,2693.0
501804.0,28.0,2131.0
501803.0,253.0,4705.0
551502.0,40.0,4250.0
551501.0,26.0,4869.0
551402.0,32.0,4468.0
551401.0,176.0,4290.0
551102.0,217.0,5503.0
551101.0,229.0,3926.0
550902.0,156.0,5572.0
550901.0,92.0,3762.0
533902.0,146.0,4051.0
534406.0,281.0,4609.0
534405.0,240.0,4292.0
533703.0,176.0,4236.0
503602.0,30.0,3793.0
502302.0,82.0,3000.0
502700.0,125.0,6956.0
502402.0,48.0,3755.0
550300.0,183.0,7727.0
530902.0,124.0,4160.0
531000.0,143.0,5629.0
531102.0,105.0,3548.0
482522.0,81.0,4269.0
530005.0,10.0,4346.0
408503.0,23.0,6317.0
407001.0,136.0,5905.0
408302.0,51.0,4036.0
533702.0,103.0,3585.0
533803.0,325.0,6309.0
534202.0,346.0,5790.0
531602.0,243.0,4494.0
533901.0,321.0,6065.0
534001.0,251.0,5613.0
502500.0,96.0,4215.0
530400.0,170.0,3683.0
501200.0,79.0,5057.0
501501.0,4.0,2244.0
501400.0,71.0,3978.0
501300.0,173.0,7238.0
500201.0,48.0,6179.0
500202.0,7.0,4935.0
501503.0,85.0,5016.0
501504.0,144.0,3592.0
531301.0,135.0,5601.0
531603.0,62.0,3568.0
531701.0,169.0,5718.0
531604.0,117.0,3580.0
531800.0,216.0,5066.0
531702.0,109.0,4754.0
531902.0,139.0,4077.0
531901.0,306.0,6529.0
482600.0,50.0,6866.0
482800.0,129.0,4074.0
408629.0,0.0,2926.0
551800.0,83.0,7533.0
501700.0,42.0,3695.0
407200.0,240.0,7315.0
407702.0,194.0,6497.0
408202.0,58.0,2037.0
407002.0,72.0,3804.0
407102.0,85.0,5445.0
407302.0,73.0,3501.0
408301.0,97.0,5427.0
407301.0,167.0,4828.0
531302.0,226.0,6709.0
482521.0,92.0,5754.0
536102.0,71.0,3164.0
407101.0,216.0,4834.0
555212.0,335.0,4561.0
555103.0,28.0,4727.0
555102.0,312.0,6526.0
555001.0,96.0,5411.0
570100.0,50.0,2837.0
570002.0,22.0,2699.0
530204.0,258.0,3682.0
530004.0,111.0,3695.0
530202.0,133.0,4063.0
530203.0,163.0,3238.0
433401.0,126.0,3371.0
433901.0,371.0,5593.0
433602.0,50.0,2803.0
434001.0,116.0,4395.0
433403.0,214.0,4675.0
570001.0,50.0,4463.0
570902.0,77.0,3616.0
570702.0,26.0,2433.0
570701.0,55.0,6569.0
571101.0,63.0,4574.0
571300.0,24.0,4414.0
570003.0,75.0,4447.0
