CT10,TractSNAP,Pop2010
139502.0,53.0,3007.0
134303.0,114.0,5057.0
133000.0,148.0,4449.0
132700.0,183.0,4912.0
131900.0,33.0,4210.0
133100.0,188.0,5446.0
134101.0,183.0,4922.0
134103.0,122.0,4193.0
131300.0,164.0,4902.0
134201.0,178.0,4270.0
131100.0,45.0,3252.0
131010.0,130.0,6409.0
134304.0,25.0,2882.0
134302.0,29.0,3732.0
134305.0,149.0,3847.0
134422.0,30.0,4684.0
272100.0,114.0,4354.0
139802.0,32.0,3865.0
139801.0,0.0,3539.0
135102.0,45.0,3513.0
139702.0,0.0,6250.0
113213.0,68.0,4316.0
138000.0,6.0,4484.0
134710.0,234.0,5287.0
134520.0,313.0,5453.0
134720.0,91.0,4594.0
134800.0,35.0,5949.0
134901.0,59.0,3069.0
135111.0,85.0,2967.0
135201.0,9.0,2620.0
701502.0,28.0,3841.0
701701.0,38.0,3196.0
701100.0,33.0,746.0
701302.0,47.0,4684.0
701601.0,34.0,4165.0
701801.0,227.0,5867.0
701602.0,30.0,4037.0
701501.0,34.0,4986.0
701702.0,27.0,3106.0
128910.0,38.0,4083.0
128702.0,72.0,5639.0
128302.0,258.0,4688.0
128303.0,263.0,3982.0
106604.0,153.0,5020.0
702901.0,23.0,8866.0
701201.0,0.0,4433.0
274202.0,46.0,4337.0
273902.0,0.0,4227.0
273502.0,17.0,2884.0
273402.0,45.0,3172.0
272202.0,98.0,3378.0
141304.0,40.0,2738.0
141303.0,54.0,3089.0
141202.0,0.0,2800.0
141201.0,77.0,3707.0
139402.0,12.0,2851.0
139001.0,122.0,4767.0
137104.0,67.0,2717.0
134904.0,194.0,4338.0
702300.0,121.0,6364.0
139600.0,45.0,4633.0
702201.0,16.0,4483.0
702202.0,61.0,3751.0
701802.0,105.0,4463.0
137501.0,39.0,4124.0
137402.0,18.0,5364.0
111201.0,53.0,3410.0
109800.0,77.0,4565.0
111100.0,58.0,2982.0
800331.0,0.0,766.0
134424.0,3.0,2887.0
134423.0,13.0,3414.0
134002.0,119.0,3372.0
134001.0,120.0,3765.0
132502.0,149.0,3672.0
132501.0,174.0,3763.0
