Census_Tra,TRACT,UHII,DegHourDay,FIPS,Pop2012_km,FID_,X,Y,x1,y1,Pop_km_2,SymbolID
1664,"201200",13513.70000000000,74.25109890110,"06037201200",5822.53440125000,344,210920.40599999999,-313601.06300000002,29.30700000000,64.46600000000,5822.50000000000,
1665,"201301",13025.00000000000,71.56593406590,"06037201301",4250.83235833000,345,210068.62500000000,-313668.87500000000,29.02300000000,64.44400000000,4250.80000000000,
1666,"201302",14031.70000000000,77.09725274730,"06037201302",3949.72470726000,346,210405.35900000000,-312611.75000000000,29.13500000000,64.79600000000,3949.70000000000,
1667,"201401",12533.50000000000,68.86538461540,"06037201401",4032.59781575000,347,210371.00000000000,-314546.65600000002,29.12400000000,64.15100000000,4032.60000000000,
1668,"201402",11534.50000000000,63.37637362640,"06037201402",2305.50889979000,348,210143.32800000001,-315783.93800000002,29.04800000000,63.73900000000,2305.50000000000,
1669,"201501",13911.20000000000,76.43516483520,"06037201501",6490.32449763000,349,212179.81299999999,-313809.65600000002,29.72700000000,64.39700000000,6490.30000000000,
1670,"201503",13449.00000000000,73.89560439560,"06037201503",8026.94465462000,350,211351.31299999999,-313973.81300000002,29.45000000000,64.34200000000,8026.90000000000,
1671,"201504",13098.20000000000,71.96813186810,"06037201504",6805.20962732000,351,211374.59400000001,-314445.96899999998,29.45800000000,64.18500000000,6805.20000000000,
1672,"201601",12268.20000000000,67.40769230770,"06037201601",4458.02822350000,352,211067.01600000000,-315345.21899999998,29.35600000000,63.88500000000,4458.00000000000,
1673,"201602",13027.80000000000,71.58131868130,"06037201602",2731.36478860000,353,211926.32800000001,-314829.96899999998,29.64200000000,64.05700000000,2731.40000000000,
1674,"201700",12111.70000000000,66.54780219780,"06037201700",3077.19848266000,354,211679.10900000000,-315903.90600000002,29.56000000000,63.69900000000,3077.20000000000,
1675,"203100",10473.90000000000,57.54890109890,"06037203100",7625.07266151000,355,209380.53099999999,-316883.46899999998,28.79400000000,63.37200000000,7625.10000000000,
1676,"203200",10032.20000000000,55.12197802200,"06037203200",9570.67079756000,356,209363.84400000001,-317592.43800000002,28.78800000000,63.13600000000,9570.70000000000,
1677,"203300",10138.80000000000,55.70769230770,"06037203300",1793.90493124000,357,208487.64100000000,-316829.59399999998,28.49600000000,63.39000000000,1793.90000000000,
1678,"203500",9204.72000000000,50.57538461540,"06037203500",1911.83468201000,358,207244.43799999999,-317278.93800000002,28.08100000000,63.24000000000,1911.80000000000,
1679,"203600",9432.59000000000,51.82741758240,"06037203600",10076.13939340000,359,208220.20300000001,-317758.18800000002,28.40700000000,63.08100000000,10076.10000000000,
1680,"203710",9704.22000000000,53.31989010990,"06037203710",12092.60127650000,360,209006.64100000000,-317895.84399999998,28.66900000000,63.03500000000,12092.60000000000,
1681,"203720",9429.33000000000,51.80950549450,"06037203720",13132.61697290000,361,208814.06299999999,-318227.84399999998,28.60500000000,62.92400000000,13132.60000000000,
1682,"203800",9603.17000000000,52.76467032970,"06037203800",9875.19807914000,362,209507.39100000000,-318418.43800000002,28.83600000000,62.86100000000,9875.20000000000,
1683,"203900",8967.70000000000,49.27307692310,"06037203900",6664.10843348000,363,209641.70300000001,-319686.03100000002,28.88100000000,62.43800000000,6664.10000000000,
1684,"204110",9106.09000000000,50.03346153850,"06037204110",5130.10382643000,364,209242.67199999999,-319101.21899999998,28.74800000000,62.63300000000,5130.10000000000,
1685,"204120",8737.26000000000,48.00692307690,"06037204120",10585.05367090000,365,209036.54699999999,-319643.46899999998,28.67900000000,62.45200000000,10585.10000000000,
1686,"204200",9151.70000000000,50.28406593410,"06037204200",11217.54883260000,366,208649.75000000000,-318590.65600000002,28.55000000000,62.80300000000,11217.50000000000,
1687,"204300",8741.04000000000,48.02769230770,"06037204300",7789.09399686000,367,208410.39100000000,-319130.12500000000,28.47000000000,62.62300000000,7789.10000000000,
1688,"204410",8834.40000000000,48.54065934070,"06037204410",7906.42080460000,368,207714.54699999999,-318337.09399999998,28.23800000000,62.88800000000,7906.40000000000,
1689,"204420",8910.17000000000,48.95697802200,"06037204420",10557.22185710000,369,208051.81299999999,-318508.06300000002,28.35100000000,62.83100000000,10557.20000000000,
1690,"204600",8230.12000000000,45.22043956040,"06037204600",6930.40421073000,370,207604.64100000000,-319335.87500000000,28.20200000000,62.55500000000,6930.40000000000,
1691,"204700",8125.45000000000,44.64532967030,"06037204700",5172.90325176000,371,208018.28099999999,-319989.87500000000,28.33900000000,62.33700000000,5172.90000000000,
1692,"204810",8417.16000000000,46.24813186810,"06037204810",6100.81975976000,372,208879.57800000001,-320232.75000000000,28.62700000000,62.25600000000,6100.80000000000,
1693,"204820",8094.01000000000,44.47258241760,"06037204820",7422.72328309000,373,208642.32800000001,-320756.43800000002,28.54700000000,62.08100000000,7422.70000000000,
1694,"204910",8544.52000000000,46.94791208790,"06037204910",6105.95651089000,374,209572.35900000000,-320612.59399999998,28.85700000000,62.12900000000,6106.00000000000,
1695,"204920",8147.36000000000,44.76571428570,"06037204920",2775.47518542000,375,209420.90599999999,-321427.06300000002,28.80700000000,61.85800000000,2775.50000000000,
1696,"205110",7744.30000000000,42.55109890110,"06037205110",13472.70533130000,376,207870.26600000000,-320701.00000000000,28.29000000000,62.10000000000,13472.70000000000,
1697,"205120",7606.70000000000,41.79505494510,"06037205120",2716.46214846000,377,208115.29699999999,-321320.65600000002,28.37200000000,61.89300000000,2716.50000000000,
1698,"206010",9486.79000000000,52.12521978020,"06037206010",2361.13581685000,378,206197.95300000001,-315912.50000000000,27.73300000000,63.69600000000,2361.10000000000,
1699,"206020",8741.99000000000,48.03291208790,"06037206020",9300.43129669000,379,206178.12500000000,-317137.15600000002,27.72600000000,63.28800000000,9300.40000000000,
1700,"206031",7244.96000000000,39.80747252750,"06037206031",735.64699909300,380,206181.37500000000,-319969.87500000000,27.72700000000,62.34300000000,735.60000000000,
1701,"206032",8439.54000000000,46.37109890110,"06037206032",5451.14223952000,381,206851.82800000001,-318267.46899999998,27.95100000000,62.91100000000,5451.10000000000,
1702,"206050",7675.26000000000,42.17175824180,"06037206050",1190.01311248000,382,207072.92199999999,-319957.53100000002,28.02400000000,62.34700000000,1190.00000000000,
1703,"206200",7653.71000000000,42.05335164840,"06037206200",6164.68027709000,383,205322.06299999999,-318313.75000000000,27.44100000000,62.89500000000,6164.70000000000,
1704,"206300",7249.33000000000,39.83148351650,"06037206300",12647.49494300000,384,205193.73400000000,-318960.78100000002,27.39800000000,62.68000000000,12647.50000000000,
1705,"207101",8295.46000000000,45.57945054950,"06037207101",11627.17051410000,385,204986.03099999999,-316774.21899999998,27.32900000000,63.40900000000,11627.20000000000,
1706,"207102",8479.75000000000,46.59203296700,"06037207102",6459.30428802000,386,205472.25000000000,-316969.50000000000,27.49100000000,63.34300000000,6459.30000000000,
1707,"207103",8814.47000000000,48.43115384620,"06037207103",6282.40111453000,387,205477.51600000000,-316401.28100000002,27.49300000000,63.53300000000,6282.40000000000,
1708,"207301",7111.60000000000,39.07472527470,"06037207301",12045.71833850000,388,204413.46900000001,-318390.00000000000,27.13800000000,62.87000000000,12045.70000000000,
1709,"207302",7363.46000000000,40.45857142860,"06037207302",15416.09766400000,389,204763.09400000001,-318270.40600000002,27.25400000000,62.91000000000,15416.10000000000,
1710,"207400",7934.18000000000,43.59439560440,"06037207400",1289.38226949000,390,204929.96900000001,-317365.90600000002,27.31000000000,63.21100000000,1289.40000000000,
1711,"207501",7573.89000000000,41.61478021980,"06037207501",17193.88356050000,391,204257.54699999999,-317313.15600000002,27.08600000000,63.22900000000,17193.90000000000,
